,TIME,GEO,CITIZEN,SEX,AGE,UNIT,Value
444,2008,Poland,Total,Total,35 years or over,Person,2575.0
445,2008,Poland,Total,Males,Total,Person,3555.0
446,2008,Poland,Total,Males,Less than 14 years,Person,60.0
447,2008,Poland,Total,Males,From 14 to 17 years,Person,15.0
448,2008,Poland,Total,Males,From 18 to 34 years,Person,1885.0
449,2008,Poland,Total,Males,35 years or over,Person,1595.0
450,2008,Poland,Total,Females,Total,Person,1875.0
451,2008,Poland,Total,Females,Less than 14 years,Person,50.0
452,2008,Poland,Total,Females,From 14 to 17 years,Person,20.0
453,2008,Poland,Total,Females,From 18 to 34 years,Person,825.0
454,2008,Poland,Total,Females,35 years or over,Person,980.0
455,2008,Poland,Total,Unknown,Total,Person,
456,2008,Poland,Total,Unknown,Less than 14 years,Person,
457,2008,Poland,Total,Unknown,From 14 to 17 years,Person,
458,2008,Poland,Total,Unknown,From 18 to 34 years,Person,
459,2008,Poland,Total,Unknown,35 years or over,Person,
460,2008,Portugal,Total,Total,Total,Person,
461,2008,Portugal,Total,Total,Less than 14 years,Person,
462,2008,Portugal,Total,Total,From 14 to 17 years,Person,
463,2008,Portugal,Total,Total,From 18 to 34 years,Person,
464,2008,Portugal,Total,Total,35 years or over,Person,
465,2008,Portugal,Total,Males,Total,Person,
466,2008,Portugal,Total,Males,Less than 14 years,Person,
467,2008,Portugal,Total,Males,From 14 to 17 years,Person,
468,2008,Portugal,Total,Males,From 18 to 34 years,Person,
469,2008,Portugal,Total,Males,35 years or over,Person,
470,2008,Portugal,Total,Females,Total,Person,
471,2008,Portugal,Total,Females,Less than 14 years,Person,
472,2008,Portugal,Total,Females,From 14 to 17 years,Person,
473,2008,Portugal,Total,Females,From 18 to 34 years,Person,
474,2008,Portugal,Total,Females,35 years or over,Person,
475,2008,Portugal,Total,Unknown,Total,Person,
476,2008,Portugal,Total,Unknown,Less than 14 years,Person,
477,2008,Portugal,Total,Unknown,From 14 to 17 years,Person,
478,2008,Portugal,Total,Unknown,From 18 to 34 years,Person,
479,2008,Portugal,Total,Unknown,35 years or over,Person,
480,2008,Romania,Total,Total,Total,Person,3790.0
481,2008,Romania,Total,Total,Less than 14 years,Person,85.0
482,2008,Romania,Total,Total,From 14 to 17 years,Person,55.0
483,2008,Romania,Total,Total,From 18 to 34 years,Person,2240.0
484,2008,Romania,Total,Total,35 years or over,Person,1405.0
485,2008,Romania,Total,Males,Total,Person,2790.0
486,2008,Romania,Total,Males,Less than 14 years,Person,45.0
487,2008,Romania,Total,Males,From 14 to 17 years,Person,30.0
488,2008,Romania,Total,Males,From 18 to 34 years,Person,1565.0
489,2008,Romania,Total,Males,35 years or over,Person,1150.0
490,2008,Romania,Total,Females,Total,Person,1000.0
491,2008,Romania,Total,Females,Less than 14 years,Person,40.0
492,2008,Romania,Total,Females,From 14 to 17 years,Person,25.0
493,2008,Romania,Total,Females,From 18 to 34 years,Person,675.0
494,2008,Romania,Total,Females,35 years or over,Person,255.0
495,2008,Romania,Total,Unknown,Total,Person,
496,2008,Romania,Total,Unknown,Less than 14 years,Person,
497,2008,Romania,Total,Unknown,From 14 to 17 years,Person,
498,2008,Romania,Total,Unknown,From 18 to 34 years,Person,
499,2008,Romania,Total,Unknown,35 years or over,Person,
500,2008,Slovenia,Total,Total,Total,Person,1555.0
501,2008,Slovenia,Total,Total,Less than 14 years,Person,45.0
502,2008,Slovenia,Total,Total,From 14 to 17 years,Person,75.0
503,2008,Slovenia,Total,Total,From 18 to 34 years,Person,850.0
504,2008,Slovenia,Total,Total,35 years or over,Person,580.0
505,2008,Slovenia,Total,Males,Total,Person,1295.0
506,2008,Slovenia,Total,Males,Less than 14 years,Person,25.0
507,2008,Slovenia,Total,Males,From 14 to 17 years,Person,60.0
508,2008,Slovenia,Total,Males,From 18 to 34 years,Person,720.0
509,2008,Slovenia,Total,Males,35 years or over,Person,490.0
510,2008,Slovenia,Total,Females,Total,Person,255.0
511,2008,Slovenia,Total,Females,Less than 14 years,Person,20.0
512,2008,Slovenia,Total,Females,From 14 to 17 years,Person,15.0
513,2008,Slovenia,Total,Females,From 18 to 34 years,Person,130.0
514,2008,Slovenia,Total,Females,35 years or over,Person,95.0
515,2008,Slovenia,Total,Unknown,Total,Person,
516,2008,Slovenia,Total,Unknown,Less than 14 years,Person,
517,2008,Slovenia,Total,Unknown,From 14 to 17 years,Person,
518,2008,Slovenia,Total,Unknown,From 18 to 34 years,Person,
519,2008,Slovenia,Total,Unknown,35 years or over,Person,
520,2008,Slovakia,Total,Total,Total,Person,2320.0
521,2008,Slovakia,Total,Total,Less than 14 years,Person,55.0
522,2008,Slovakia,Total,Total,From 14 to 17 years,Person,155.0
523,2008,Slovakia,Total,Total,From 18 to 34 years,Person,1545.0
524,2008,Slovakia,Total,Total,35 years or over,Person,565.0
525,2008,Slovakia,Total,Males,Total,Person,1925.0
526,2008,Slovakia,Total,Males,Less than 14 years,Person,25.0
527,2008,Slovakia,Total,Males,From 14 to 17 years,Person,150.0
528,2008,Slovakia,Total,Males,From 18 to 34 years,Person,1345.0
529,2008,Slovakia,Total,Males,35 years or over,Person,405.0
530,2008,Slovakia,Total,Females,Total,Person,395.0
531,2008,Slovakia,Total,Females,Less than 14 years,Person,30.0
532,2008,Slovakia,Total,Females,From 14 to 17 years,Person,10.0
533,2008,Slovakia,Total,Females,From 18 to 34 years,Person,200.0
534,2008,Slovakia,Total,Females,35 years or over,Person,160.0
535,2008,Slovakia,Total,Unknown,Total,Person,
536,2008,Slovakia,Total,Unknown,Less than 14 years,Person,
537,2008,Slovakia,Total,Unknown,From 14 to 17 years,Person,
538,2008,Slovakia,Total,Unknown,From 18 to 34 years,Person,
539,2008,Slovakia,Total,Unknown,35 years or over,Person,
540,2008,Finland,Total,Total,Total,Person,5375.0
541,2008,Finland,Total,Total,Less than 14 years,Person,400.0
542,2008,Finland,Total,Total,From 14 to 17 years,Person,1110.0
543,2008,Finland,Total,Total,From 18 to 34 years,Person,2880.0
544,2008,Finland,Total,Total,35 years or over,Person,985.0
545,2008,Finland,Total,Males,Total,Person,4090.0
546,2008,Finland,Total,Males,Less than 14 years,Person,215.0
547,2008,Finland,Total,Males,From 14 to 17 years,Person,895.0
548,2008,Finland,Total,Males,From 18 to 34 years,Person,2310.0
549,2008,Finland,Total,Males,35 years or over,Person,665.0
550,2008,Finland,Total,Females,Total,Person,1285.0
551,2008,Finland,Total,Females,Less than 14 years,Person,185.0
552,2008,Finland,Total,Females,From 14 to 17 years,Person,210.0
553,2008,Finland,Total,Females,From 18 to 34 years,Person,570.0
554,2008,Finland,Total,Females,35 years or over,Person,320.0
555,2008,Finland,Total,Unknown,Total,Person,
556,2008,Finland,Total,Unknown,Less than 14 years,Person,
557,2008,Finland,Total,Unknown,From 14 to 17 years,Person,
558,2008,Finland,Total,Unknown,From 18 to 34 years,Person,
559,2008,Finland,Total,Unknown,35 years or over,Person,
560,2008,Sweden,Total,Total,Total,Person,
561,2008,Sweden,Total,Total,Less than 14 years,Person,
562,2008,Sweden,Total,Total,From 14 to 17 years,Person,
563,2008,Sweden,Total,Total,From 18 to 34 years,Person,
564,2008,Sweden,Total,Total,35 years or over,Person,
565,2008,Sweden,Total,Males,Total,Person,
566,2008,Sweden,Total,Males,Less than 14 years,Person,
567,2008,Sweden,Total,Males,From 14 to 17 years,Person,
568,2008,Sweden,Total,Males,From 18 to 34 years,Person,
569,2008,Sweden,Total,Males,35 years or over,Person,
570,2008,Sweden,Total,Females,Total,Person,
571,2008,Sweden,Total,Females,Less than 14 years,Person,
572,2008,Sweden,Total,Females,From 14 to 17 years,Person,
573,2008,Sweden,Total,Females,From 18 to 34 years,Person,
574,2008,Sweden,Total,Females,35 years or over,Person,
575,2008,Sweden,Total,Unknown,Total,Person,
576,2008,Sweden,Total,Unknown,Less than 14 years,Person,
577,2008,Sweden,Total,Unknown,From 14 to 17 years,Person,
578,2008,Sweden,Total,Unknown,From 18 to 34 years,Person,
579,2008,Sweden,Total,Unknown,35 years or over,Person,
580,2008,United Kingdom,Total,Total,Total,Person,69840.0
581,2008,United Kingdom,Total,Total,Less than 14 years,Person,4775.0
582,2008,United Kingdom,Total,Total,From 14 to 17 years,Person,4415.0
583,2008,United Kingdom,Total,Total,From 18 to 34 years,Person,41110.0
584,2008,United Kingdom,Total,Total,35 years or over,Person,19535.0
585,2008,United Kingdom,Total,Males,Total,Person,51280.0
586,2008,United Kingdom,Total,Males,Less than 14 years,Person,2520.0
587,2008,United Kingdom,Total,Males,From 14 to 17 years,Person,3920.0
588,2008,United Kingdom,Total,Males,From 18 to 34 years,Person,31530.0
589,2008,United Kingdom,Total,Males,35 years or over,Person,13310.0
590,2008,United Kingdom,Total,Females,Total,Person,18560.0
591,2008,United Kingdom,Total,Females,Less than 14 years,Person,2255.0
592,2008,United Kingdom,Total,Females,From 14 to 17 years,Person,495.0
593,2008,United Kingdom,Total,Females,From 18 to 34 years,Person,9580.0
594,2008,United Kingdom,Total,Females,35 years or over,Person,6225.0
595,2008,United Kingdom,Total,Unknown,Total,Person,
596,2008,United Kingdom,Total,Unknown,Less than 14 years,Person,
597,2008,United Kingdom,Total,Unknown,From 14 to 17 years,Person,
598,2008,United Kingdom,Total,Unknown,From 18 to 34 years,Person,
599,2008,United Kingdom,Total,Unknown,35 years or over,Person,
600,2008,Iceland,Total,Total,Total,Person,10.0
601,2008,Iceland,Total,Total,Less than 14 years,Person,0.0
602,2008,Iceland,Total,Total,From 14 to 17 years,Person,0.0
603,2008,Iceland,Total,Total,From 18 to 34 years,Person,5.0
604,2008,Iceland,Total,Total,35 years or over,Person,5.0
605,2008,Iceland,Total,Males,Total,Person,10.0
606,2008,Iceland,Total,Males,Less than 14 years,Person,0.0
607,2008,Iceland,Total,Males,From 14 to 17 years,Person,0.0
608,2008,Iceland,Total,Males,From 18 to 34 years,Person,5.0
609,2008,Iceland,Total,Males,35 years or over,Person,5.0
610,2008,Iceland,Total,Females,Total,Person,0.0
611,2008,Iceland,Total,Females,Less than 14 years,Person,0.0
612,2008,Iceland,Total,Females,From 14 to 17 years,Person,0.0
613,2008,Iceland,Total,Females,From 18 to 34 years,Person,0.0
614,2008,Iceland,Total,Females,35 years or over,Person,0.0
615,2008,Iceland,Total,Unknown,Total,Person,
616,2008,Iceland,Total,Unknown,Less than 14 years,Person,
617,2008,Iceland,Total,Unknown,From 14 to 17 years,Person,
618,2008,Iceland,Total,Unknown,From 18 to 34 years,Person,
619,2008,Iceland,Total,Unknown,35 years or over,Person,
620,2008,Liechtenstein,Total,Total,Total,Person,15.0
621,2008,Liechtenstein,Total,Total,Less than 14 years,Person,0.0
622,2008,Liechtenstein,Total,Total,From 14 to 17 years,Person,0.0
623,2008,Liechtenstein,Total,Total,From 18 to 34 years,Person,10.0
624,2008,Liechtenstein,Total,Total,35 years or over,Person,0.0
625,2008,Liechtenstein,Total,Males,Total,Person,10.0
626,2008,Liechtenstein,Total,Males,Less than 14 years,Person,0.0
627,2008,Liechtenstein,Total,Males,From 14 to 17 years,Person,0.0
628,2008,Liechtenstein,Total,Males,From 18 to 34 years,Person,10.0
629,2008,Liechtenstein,Total,Males,35 years or over,Person,0.0
630,2008,Liechtenstein,Total,Females,Total,Person,5.0
631,2008,Liechtenstein,Total,Females,Less than 14 years,Person,0.0
632,2008,Liechtenstein,Total,Females,From 14 to 17 years,Person,0.0
633,2008,Liechtenstein,Total,Females,From 18 to 34 years,Person,5.0
634,2008,Liechtenstein,Total,Females,35 years or over,Person,0.0
635,2008,Liechtenstein,Total,Unknown,Total,Person,
636,2008,Liechtenstein,Total,Unknown,Less than 14 years,Person,
637,2008,Liechtenstein,Total,Unknown,From 14 to 17 years,Person,
638,2008,Liechtenstein,Total,Unknown,From 18 to 34 years,Person,
639,2008,Liechtenstein,Total,Unknown,35 years or over,Person,
640,2008,Norway,Total,Total,Total,Person,770.0
641,2008,Norway,Total,Total,Less than 14 years,Person,0.0
642,2008,Norway,Total,Total,From 14 to 17 years,Person,5.0
643,2008,Norway,Total,Total,From 18 to 34 years,Person,500.0
644,2008,Norway,Total,Total,35 years or over,Person,270.0
645,2008,Norway,Total,Males,Total,Person,620.0
646,2008,Norway,Total,Males,Less than 14 years,Person,0.0
647,2008,Norway,Total,Males,From 14 to 17 years,Person,0.0
648,2008,Norway,Total,Males,From 18 to 34 years,Person,420.0
649,2008,Norway,Total,Males,35 years or over,Person,200.0
650,2008,Norway,Total,Females,Total,Person,150.0
651,2008,Norway,Total,Females,Less than 14 years,Person,0.0
652,2008,Norway,Total,Females,From 14 to 17 years,Person,5.0
653,2008,Norway,Total,Females,From 18 to 34 years,Person,80.0
654,2008,Norway,Total,Females,35 years or over,Person,70.0
655,2008,Norway,Total,Unknown,Total,Person,
656,2008,Norway,Total,Unknown,Less than 14 years,Person,
657,2008,Norway,Total,Unknown,From 14 to 17 years,Person,
658,2008,Norway,Total,Unknown,From 18 to 34 years,Person,
659,2008,Norway,Total,Unknown,35 years or over,Person,
660,2008,Switzerland,Total,Total,Total,Person,
661,2008,Switzerland,Total,Total,Less than 14 years,Person,
662,2008,Switzerland,Total,Total,From 14 to 17 years,Person,
663,2008,Switzerland,Total,Total,From 18 to 34 years,Person,
664,2008,Switzerland,Total,Total,35 years or over,Person,
665,2008,Switzerland,Total,Males,Total,Person,
666,2008,Switzerland,Total,Males,Less than 14 years,Person,
667,2008,Switzerland,Total,Males,From 14 to 17 years,Person,
668,2008,Switzerland,Total,Males,From 18 to 34 years,Person,
669,2008,Switzerland,Total,Males,35 years or over,Person,
670,2008,Switzerland,Total,Females,Total,Person,
671,2008,Switzerland,Total,Females,Less than 14 years,Person,
672,2008,Switzerland,Total,Females,From 14 to 17 years,Person,
673,2008,Switzerland,Total,Females,From 18 to 34 years,Person,
674,2008,Switzerland,Total,Females,35 years or over,Person,
675,2008,Switzerland,Total,Unknown,Total,Person,
676,2008,Switzerland,Total,Unknown,Less than 14 years,Person,
677,2008,Switzerland,Total,Unknown,From 14 to 17 years,Person,
678,2008,Switzerland,Total,Unknown,From 18 to 34 years,Person,
679,2008,Switzerland,Total,Unknown,35 years or over,Person,
680,2009,European Union (28 countries),Total,Total,Total,Person,563990.0
681,2009,European Union (28 countries),Total,Total,Less than 14 years,Person,14545.0
682,2009,European Union (28 countries),Total,Total,From 14 to 17 years,Person,27985.0
683,2009,European Union (28 countries),Total,Total,From 18 to 34 years,Person,392125.0
684,2009,European Union (28 countries),Total,Total,35 years or over,Person,127875.0
685,2009,European Union (28 countries),Total,Males,Total,Person,463455.0
686,2009,European Union (28 countries),Total,Males,Less than 14 years,Person,8120.0
687,2009,European Union (28 countries),Total,Males,From 14 to 17 years,Person,24550.0
688,2009,European Union (28 countries),Total,Males,From 18 to 34 years,Person,332710.0
689,2009,European Union (28 countries),Total,Males,35 years or over,Person,96780.0
690,2009,European Union (28 countries),Total,Females,Total,Person,100535.0
691,2009,European Union (28 countries),Total,Females,Less than 14 years,Person,6425.0
692,2009,European Union (28 countries),Total,Females,From 14 to 17 years,Person,3435.0
693,2009,European Union (28 countries),Total,Females,From 18 to 34 years,Person,59410.0
694,2009,European Union (28 countries),Total,Females,35 years or over,Person,31095.0
695,2009,European Union (28 countries),Total,Unknown,Total,Person,
696,2009,European Union (28 countries),Total,Unknown,Less than 14 years,Person,
697,2009,European Union (28 countries),Total,Unknown,From 14 to 17 years,Person,
698,2009,European Union (28 countries),Total,Unknown,From 18 to 34 years,Person,
699,2009,European Union (28 countries),Total,Unknown,35 years or over,Person,
700,2009,European Union (27 countries),Total,Total,Total,Person,563990.0
701,2009,European Union (27 countries),Total,Total,Less than 14 years,Person,14545.0
702,2009,European Union (27 countries),Total,Total,From 14 to 17 years,Person,27985.0
703,2009,European Union (27 countries),Total,Total,From 18 to 34 years,Person,392125.0
704,2009,European Union (27 countries),Total,Total,35 years or over,Person,127875.0
705,2009,European Union (27 countries),Total,Males,Total,Person,463455.0
706,2009,European Union (27 countries),Total,Males,Less than 14 years,Person,8120.0
707,2009,European Union (27 countries),Total,Males,From 14 to 17 years,Person,24550.0
708,2009,European Union (27 countries),Total,Males,From 18 to 34 years,Person,332710.0
709,2009,European Union (27 countries),Total,Males,35 years or over,Person,96780.0
710,2009,European Union (27 countries),Total,Females,Total,Person,100535.0
711,2009,European Union (27 countries),Total,Females,Less than 14 years,Person,6425.0
712,2009,European Union (27 countries),Total,Females,From 14 to 17 years,Person,3435.0
713,2009,European Union (27 countries),Total,Females,From 18 to 34 years,Person,59410.0
714,2009,European Union (27 countries),Total,Females,35 years or over,Person,31095.0
715,2009,European Union (27 countries),Total,Unknown,Total,Person,
716,2009,European Union (27 countries),Total,Unknown,Less than 14 years,Person,
717,2009,European Union (27 countries),Total,Unknown,From 14 to 17 years,Person,
718,2009,European Union (27 countries),Total,Unknown,From 18 to 34 years,Person,
719,2009,European Union (27 countries),Total,Unknown,35 years or over,Person,
720,2009,Belgium,Total,Total,Total,Person,13710.0
721,2009,Belgium,Total,Total,Less than 14 years,Person,170.0
722,2009,Belgium,Total,Total,From 14 to 17 years,Person,850.0
723,2009,Belgium,Total,Total,From 18 to 34 years,Person,9025.0
724,2009,Belgium,Total,Total,35 years or over,Person,3660.0
725,2009,Belgium,Total,Males,Total,Person,11915.0
726,2009,Belgium,Total,Males,Less than 14 years,Person,95.0
727,2009,Belgium,Total,Males,From 14 to 17 years,Person,660.0
728,2009,Belgium,Total,Males,From 18 to 34 years,Person,8045.0
729,2009,Belgium,Total,Males,35 years or over,Person,3115.0
730,2009,Belgium,Total,Females,Total,Person,1790.0
